"","Subject","item","experienced1","experienced2","experienced3","experienced4","remembered2","remembered3","remembered4","memdev2","memdev3","memdev4","currdev2","currdev3","currdev4"
"6171","STLC072","fear",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6172","STLC072","frustration",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6173","STLC072","sadness",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6174","STLC072","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6175","STLC073","anger",3,3,4.5,2.75,NA,5,4.5,NA,2,1.5,0,1.5,-0.25
"6176","STLC073","confusion",3,2,2,1,4,3.5,4.5,1,0.5,1.5,-1,-1,-2
"6177","STLC073","fear",1.4,1,2,1,NA,3.5,NA,NA,2.1,NA,-0.4,0.6,-0.4
"6178","STLC073","frustration",3,3,2,1,3,3,3.5,0,0,0.5,0,-1,-2
"6179","STLC073","sadness",4,3,3,3.25,5,5,5,1,1,1,-1,-1,-0.75
"6180","STLC073","shock",5,4,4,NA,5,5,5,0,0,0,-1,-1,NA
"6181","STLC074","anger",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6182","STLC074","confusion",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6183","STLC074","fear",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6184","STLC074","frustration",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6185","STLC074","sadness",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6186","STLC074","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6187","STLC075","anger",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6188","STLC075","confusion",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6189","STLC075","fear",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6190","STLC075","frustration",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6191","STLC075","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6192","STLC075","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6193","STLC076","anger",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6194","STLC076","confusion",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6195","STLC076","fear",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6196","STLC076","frustration",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6197","STLC076","sadness",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6198","STLC076","shock",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6199","STLC077","anger",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6200","STLC077","confusion",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6201","STLC077","fear",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6202","STLC077","frustration",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6203","STLC077","sadness",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6204","STLC077","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6205","STLC078","anger",2,1,NA,NA,2,NA,NA,0,NA,NA,-1,NA,NA
"6206","STLC078","confusion",1,1,NA,NA,3,NA,NA,2,NA,NA,0,NA,NA
"6207","STLC078","fear",1,1,NA,NA,2,NA,NA,1,NA,NA,0,NA,NA
"6208","STLC078","frustration",2,2,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA
"6209","STLC078","sadness",2,2,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA
"6210","STLC078","shock",2,1,NA,NA,3,NA,NA,1,NA,NA,-1,NA,NA
"6211","STLC079","anger",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6212","STLC079","confusion",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6213","STLC079","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6214","STLC079","frustration",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6215","STLC079","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6216","STLC079","shock",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6217","STLC080","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6218","STLC080","confusion",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6219","STLC080","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6220","STLC080","frustration",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6221","STLC080","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6222","STLC080","shock",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6223","STLC081","anger",3,4,NA,NA,3,NA,NA,0,NA,NA,1,NA,NA
"6224","STLC081","confusion",4,1,NA,NA,1,NA,NA,-3,NA,NA,-3,NA,NA
"6225","STLC081","fear",5,4,NA,NA,3,NA,NA,-2,NA,NA,-1,NA,NA
"6226","STLC081","frustration",5,4,NA,NA,5,NA,NA,0,NA,NA,-1,NA,NA
"6227","STLC081","sadness",5,3,NA,NA,5,NA,NA,0,NA,NA,-2,NA,NA
"6228","STLC081","shock",5,2,NA,NA,3,NA,NA,-2,NA,NA,-3,NA,NA
"6229","STLC082","anger",2.5,2,1.5,3.5,4,3,2.25,1.5,0.5,-0.25,-0.5,-1,1
"6230","STLC082","confusion",3,2,1.5,1.25,3,3.5,3.5,0,0.5,0.5,-1,-1.5,-1.75
"6231","STLC082","fear",1.5,2,2.5,1.5,2,2,1.5,0.5,0.5,0,0.5,1,0
"6232","STLC082","frustration",3,4,3.25,4.75,5,3.5,1.25,2,0.5,-1.75,1,0.25,1.75
"6233","STLC082","sadness",4.5,4,2,4,5,4,5,0.5,-0.5,0.5,-0.5,-2.5,-0.5
"6234","STLC082","shock",1.5,NA,1.25,1,5,3.25,5,3.5,1.75,3.5,NA,-0.25,-0.5
"6235","STLC083","anger",3,3,NA,NA,4,NA,NA,1,NA,NA,0,NA,NA
"6236","STLC083","confusion",4,3,NA,NA,3,NA,NA,-1,NA,NA,-1,NA,NA
"6237","STLC083","fear",5,3,NA,NA,5,NA,NA,0,NA,NA,-2,NA,NA
"6238","STLC083","frustration",3,2,NA,NA,3,NA,NA,0,NA,NA,-1,NA,NA
"6239","STLC083","sadness",4,5,NA,NA,4,NA,NA,0,NA,NA,1,NA,NA
"6240","STLC083","shock",4,3,NA,NA,4,NA,NA,0,NA,NA,-1,NA,NA
"6241","STLC084","anger",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6242","STLC084","confusion",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6243","STLC084","fear",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6244","STLC084","frustration",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6245","STLC084","sadness",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6246","STLC084","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6247","STLC085","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6248","STLC085","confusion",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6249","STLC085","fear",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6250","STLC085","frustration",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6251","STLC085","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6252","STLC085","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6253","STLC086","anger",4,3,3.5,NA,5,5,NA,1,1,NA,-1,-0.5,NA
"6254","STLC086","confusion",3,2,3,NA,5,4,NA,2,1,NA,-1,0,NA
"6255","STLC086","fear",3,2,2,NA,5,4,NA,2,1,NA,-1,-1,NA
"6256","STLC086","frustration",4,4,4,NA,5,4,NA,1,0,NA,0,0,NA
"6257","STLC086","sadness",5,3,5,NA,4,5,NA,-1,0,NA,-2,0,NA
"6258","STLC086","shock",2,NA,2.5,NA,3,5,NA,1,3,NA,NA,0.5,NA
"6259","STLC087","anger",5,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA
"6260","STLC087","confusion",4,1,NA,NA,3,NA,NA,-1,NA,NA,-3,NA,NA
"6261","STLC087","fear",5,2,NA,NA,5,NA,NA,0,NA,NA,-3,NA,NA
"6262","STLC087","frustration",5,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA
"6263","STLC087","sadness",5,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA
"6264","STLC087","shock",5,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA
"6265","STLC088","anger",3,1,NA,NA,2,NA,NA,-1,NA,NA,-2,NA,NA
"6266","STLC088","confusion",2,1,NA,NA,5,NA,NA,3,NA,NA,-1,NA,NA
"6267","STLC088","fear",2,1,NA,NA,3,NA,NA,1,NA,NA,-1,NA,NA
"6268","STLC088","frustration",4,1,NA,NA,3,NA,NA,-1,NA,NA,-3,NA,NA
"6269","STLC088","sadness",5,3,NA,NA,4,NA,NA,-1,NA,NA,-2,NA,NA
"6270","STLC088","shock",4,1,NA,NA,4,NA,NA,0,NA,NA,-3,NA,NA
"6271","STLC089","anger",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6272","STLC089","confusion",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6273","STLC089","fear",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6274","STLC089","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6275","STLC089","sadness",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6276","STLC089","shock",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6277","STLC090","anger",4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"6278","STLC090","confusion",4,4,NA,NA,4,NA,NA,0,NA,NA,0,NA,NA
"6279","STLC090","fear",5,3,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA
"6280","STLC090","frustration",4,4,NA,NA,4,NA,NA,0,NA,NA,0,NA,NA
"6281","STLC090","sadness",4,3,NA,NA,4,NA,NA,0,NA,NA,-1,NA,NA
"6282","STLC090","shock",4,4,NA,NA,5,NA,NA,1,NA,NA,0,NA,NA
"6283","STLC091","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6284","STLC091","confusion",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6285","STLC091","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6286","STLC091","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6287","STLC091","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6288","STLC091","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6289","STLM001","anger",4.5,3.5,NA,NA,4.5,NA,NA,0,NA,NA,-1,NA,NA
"6290","STLM001","confusion",2.6,3.5,NA,NA,3.5,NA,NA,0.9,NA,NA,0.9,NA,NA
"6291","STLM001","fear",2.5,3.5,NA,NA,4.5,NA,NA,2,NA,NA,1,NA,NA
"6292","STLM001","frustration",3.5,2.5,NA,NA,4.5,NA,NA,1,NA,NA,-1,NA,NA
"6293","STLM001","sadness",4.6,4.5,NA,NA,4.5,NA,NA,-0.0999999999999996,NA,NA,-0.0999999999999996,NA,NA
"6294","STLM001","shock",4.5,3.5,NA,NA,4.5,NA,NA,0,NA,NA,-1,NA,NA
"6295","STLM002","anger",5,NA,2,NA,NA,5,NA,NA,0,NA,NA,-3,NA
"6296","STLM002","confusion",3,NA,3,NA,NA,5,NA,NA,2,NA,NA,0,NA
"6297","STLM002","fear",5,NA,3,NA,NA,5,NA,NA,0,NA,NA,-2,NA
"6298","STLM002","frustration",3,NA,3,NA,NA,5,NA,NA,2,NA,NA,0,NA
"6299","STLM002","sadness",5,NA,3,NA,NA,5,NA,NA,0,NA,NA,-2,NA
"6300","STLM002","shock",3,NA,1,NA,NA,5,NA,NA,2,NA,NA,-2,NA
"6301","STLM003","anger",4,4,3.5,4,4,4.5,4,0,0.5,0,0,-0.5,0
"6302","STLM003","confusion",2,3,4.75,4,5,4.5,5,3,2.5,3,1,2.75,2
"6303","STLM003","fear",5,4,4.25,4,5,4.5,5,0,-0.5,0,-1,-0.75,-1
"6304","STLM003","frustration",4,4,4.75,4,4,4.5,4,0,0.5,0,0,0.75,0
"6305","STLM003","sadness",5,5,4.75,5,5,4.5,5,0,-0.5,0,0,-0.25,0
"6306","STLM003","shock",5,5,4.75,5,5,4.5,5,0,-0.5,0,0,-0.25,0
"6307","STLM004","anger",4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6308","STLM004","confusion",4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6309","STLM004","fear",4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6310","STLM004","frustration",4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6311","STLM004","sadness",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6312","STLM004","shock",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6313","STLM005","anger",4,2,2,1.5,2,1,2,-2,-3,-2,-2,-2,-2.5
"6314","STLM005","confusion",5,2,1,2.5,2,1,3,-3,-4,-2,-3,-4,-2.5
"6315","STLM005","fear",4,3,2.5,1.5,2,4,3,-2,0,-1,-1,-1.5,-2.5
"6316","STLM005","frustration",4,2,3,1.5,2,1,2,-2,-3,-2,-2,-1,-2.5
"6317","STLM005","sadness",4,4,2.5,1.5,2,3,4,-2,-1,0,0,-1.5,-2.5
"6318","STLM005","shock",5,2,1,1.5,4,4,4.5,-1,-1,-0.5,-3,-4,-3.5
"6319","STLM006","anger",3.5,4,NA,NA,5,NA,NA,1.5,NA,NA,0.5,NA,NA
"6320","STLM006","confusion",4,4,NA,NA,3,NA,NA,-1,NA,NA,0,NA,NA
"6321","STLM006","fear",1.5,3,NA,NA,3.5,NA,NA,2,NA,NA,1.5,NA,NA
"6322","STLM006","frustration",4.5,4,NA,NA,4,NA,NA,-0.5,NA,NA,-0.5,NA,NA
"6323","STLM006","sadness",4.5,3,NA,NA,5,NA,NA,0.5,NA,NA,-1.5,NA,NA
"6324","STLM006","shock",4,5,NA,NA,5,NA,NA,1,NA,NA,1,NA,NA
"6325","STLM007","anger",3,1.5,1.5,NA,3.5,3.5,NA,0.5,0.5,NA,-1.5,-1.5,NA
"6326","STLM007","confusion",3,1.5,1.5,NA,3.5,3.5,NA,0.5,0.5,NA,-1.5,-1.5,NA
"6327","STLM007","fear",3,1.5,1.5,NA,3.5,3.5,NA,0.5,0.5,NA,-1.5,-1.5,NA
"6328","STLM007","frustration",4,1.5,1.5,NA,3.5,3.5,NA,-0.5,-0.5,NA,-2.5,-2.5,NA
"6329","STLM007","sadness",3,1.5,1.5,NA,3,3.5,NA,0,0.5,NA,-1.5,-1.5,NA
"6330","STLM007","shock",4,1.5,1.5,NA,3.5,3.5,NA,-0.5,-0.5,NA,-2.5,-2.5,NA
"6331","STLM008","anger",4.5,4,2,NA,4.5,4,NA,0,-0.5,NA,-0.5,-2.5,NA
"6332","STLM008","confusion",4,3,2,NA,2,3,NA,-2,-1,NA,-1,-2,NA
"6333","STLM008","fear",3,3,2,NA,3,3,NA,0,0,NA,0,-1,NA
"6334","STLM008","frustration",3.5,3,2,NA,2,3,NA,-1.5,-0.5,NA,-0.5,-1.5,NA
"6335","STLM008","sadness",3.5,3,2,NA,4.5,3,NA,1,-0.5,NA,-0.5,-1.5,NA
"6336","STLM008","shock",3,2,2,NA,3,4,NA,0,1,NA,-1,-1,NA
"6337","STLM009","anger",4.5,5,NA,NA,5,NA,NA,0.5,NA,NA,0.5,NA,NA
"6338","STLM009","confusion",4.5,5,NA,NA,5,NA,NA,0.5,NA,NA,0.5,NA,NA
"6339","STLM009","fear",4.5,5,NA,NA,1,NA,NA,-3.5,NA,NA,0.5,NA,NA
"6340","STLM009","frustration",4.5,5,NA,NA,5,NA,NA,0.5,NA,NA,0.5,NA,NA
"6341","STLM009","sadness",4.5,5,NA,NA,5,NA,NA,0.5,NA,NA,0.5,NA,NA
"6342","STLM009","shock",4.5,5,NA,NA,5,NA,NA,0.5,NA,NA,0.5,NA,NA
"6343","STLM010","anger",4.5,4.5,4.5,NA,4.5,4.5,NA,0,0,NA,0,0,NA
"6344","STLM010","confusion",1.5,1.5,1.5,NA,1.5,1.75,NA,0,0.25,NA,0,0,NA
"6345","STLM010","fear",4.5,3.5,4.5,NA,1.5,3.5,NA,-3,-1,NA,-1,0,NA
"6346","STLM010","frustration",4.4,4.5,1.75,NA,4.5,3.5,NA,0.0999999999999996,-0.9,NA,0.0999999999999996,-2.65,NA
"6347","STLM010","sadness",4.5,3.5,4.5,NA,4.5,4.5,NA,0,0,NA,-1,0,NA
"6348","STLM010","shock",4.25,4.5,4.5,NA,4.5,4.5,NA,0.25,0.25,NA,0.25,0.25,NA
"6349","STLM011","anger",5,4,4,3,5,5,5,0,0,0,-1,-1,-2
"6350","STLM011","confusion",4,3,3.5,3,5,4.5,5,1,0.5,1,-1,-0.5,-1
"6351","STLM011","fear",4,3,2,2,4,3.5,4,0,-0.5,0,-1,-2,-2
"6352","STLM011","frustration",4,3.5,3.5,2,4,4,4,0,0,0,-0.5,-0.5,-2
"6353","STLM011","sadness",5,3.5,4.5,4,5,5,5,0,0,0,-1.5,-0.5,-1
"6354","STLM011","shock",4,3,2,3,4,5,5,0,1,1,-1,-2,-1
"6355","STLM012","anger",5,4.5,NA,NA,4.75,NA,NA,-0.25,NA,NA,-0.5,NA,NA
"6356","STLM012","confusion",1,1.75,NA,NA,1.5,NA,NA,0.5,NA,NA,0.75,NA,NA
"6357","STLM012","fear",2,4.5,NA,NA,4.75,NA,NA,2.75,NA,NA,2.5,NA,NA
"6358","STLM012","frustration",3,4.5,NA,NA,4.75,NA,NA,1.75,NA,NA,1.5,NA,NA
"6359","STLM012","sadness",5,4.5,NA,NA,4.75,NA,NA,-0.25,NA,NA,-0.5,NA,NA
"6360","STLM012","shock",5,4.5,NA,NA,4.75,NA,NA,-0.25,NA,NA,-0.5,NA,NA
"6361","STLM013","anger",5,4.5,NA,NA,2.5,NA,NA,-2.5,NA,NA,-0.5,NA,NA
"6362","STLM013","confusion",5,4.5,NA,NA,4.5,NA,NA,-0.5,NA,NA,-0.5,NA,NA
"6363","STLM013","fear",5,4.5,NA,NA,4.5,NA,NA,-0.5,NA,NA,-0.5,NA,NA
"6364","STLM013","frustration",5,4.5,NA,NA,4.5,NA,NA,-0.5,NA,NA,-0.5,NA,NA
"6365","STLM013","sadness",5,4.75,NA,NA,4.5,NA,NA,-0.5,NA,NA,-0.25,NA,NA
"6366","STLM013","shock",5,4.5,NA,NA,4.5,NA,NA,-0.5,NA,NA,-0.5,NA,NA
"6367","STLM014","anger",5,5,3,NA,5,5,NA,0,0,NA,0,-2,NA
"6368","STLM014","confusion",3,3,3,NA,4,5,NA,1,2,NA,0,0,NA
"6369","STLM014","fear",4,4,4,NA,5,5,NA,1,1,NA,0,0,NA
"6370","STLM014","frustration",4,5,4,NA,5,5,NA,1,1,NA,1,0,NA
"6371","STLM014","sadness",4,5,4,NA,5,5,NA,1,1,NA,1,0,NA
"6372","STLM014","shock",5,3,1,NA,5,5,NA,0,0,NA,-2,-4,NA
"6373","STLM015","anger",5,4,5,NA,5,5,NA,0,0,NA,-1,0,NA
"6374","STLM015","confusion",1,2,2,NA,1,3,NA,0,2,NA,1,1,NA
"6375","STLM015","fear",5,3,3,NA,3,4,NA,-2,-1,NA,-2,-2,NA
"6376","STLM015","frustration",5,3,5,NA,3,5,NA,-2,0,NA,-2,0,NA
"6377","STLM015","sadness",5,3,4,NA,4,5,NA,-1,0,NA,-2,-1,NA
"6378","STLM015","shock",5,4,4,NA,5,5,NA,0,0,NA,-1,-1,NA
"6379","STLM016","anger",4.5,4.5,NA,NA,4.5,NA,NA,0,NA,NA,0,NA,NA
"6380","STLM016","confusion",4.5,2.5,NA,NA,3.5,NA,NA,-1,NA,NA,-2,NA,NA
"6381","STLM016","fear",4.5,4.5,NA,NA,3.5,NA,NA,-1,NA,NA,0,NA,NA
"6382","STLM016","frustration",4.5,2.5,NA,NA,2.5,NA,NA,-2,NA,NA,-2,NA,NA
"6383","STLM016","sadness",4.5,4.5,NA,NA,4.5,NA,NA,0,NA,NA,0,NA,NA
"6384","STLM016","shock",4.5,4.5,NA,NA,4.5,NA,NA,0,NA,NA,0,NA,NA
"6385","STLM017","anger",4,3,3,NA,4,4,NA,0,0,NA,-1,-1,NA
"6386","STLM017","confusion",3,3,1,NA,3,3,NA,0,0,NA,0,-2,NA
"6387","STLM017","fear",2,3,2,NA,3,3,NA,1,1,NA,1,0,NA
"6388","STLM017","frustration",4,3,1,NA,4,3,NA,0,-1,NA,-1,-3,NA
"6389","STLM017","sadness",4,3,3,NA,4,4,NA,0,0,NA,-1,-1,NA
"6390","STLM017","shock",4,1,1,NA,3,4,NA,-1,0,NA,-3,-3,NA
"6391","STLM018","anger",5,3,NA,NA,4,NA,NA,-1,NA,NA,-2,NA,NA
"6392","STLM018","confusion",1,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA
"6393","STLM018","fear",3.5,2,NA,NA,1,NA,NA,-2.5,NA,NA,-1.5,NA,NA
"6394","STLM018","frustration",5,4,NA,NA,5,NA,NA,0,NA,NA,-1,NA,NA
"6395","STLM018","sadness",5,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA
"6396","STLM018","shock",3.5,5,NA,NA,5,NA,NA,1.5,NA,NA,1.5,NA,NA
"6397","STLM019","anger",4.5,NA,5,NA,NA,5,NA,NA,0.5,NA,NA,0.5,NA
"6398","STLM019","confusion",4.5,NA,5,NA,NA,5,NA,NA,0.5,NA,NA,0.5,NA
"6399","STLM019","fear",4.5,NA,5,NA,NA,5,NA,NA,0.5,NA,NA,0.5,NA
"6400","STLM019","frustration",3.5,NA,5,NA,NA,5,NA,NA,1.5,NA,NA,1.5,NA
"6401","STLM019","sadness",4.5,NA,5,NA,NA,5,NA,NA,0.5,NA,NA,0.5,NA
"6402","STLM019","shock",4.5,NA,5,NA,NA,5,NA,NA,0.5,NA,NA,0.5,NA
"6403","STLM020","anger",5,3,5,NA,5,5,NA,0,0,NA,-2,0,NA
"6404","STLM020","confusion",5,3,3,NA,4,NA,NA,-1,NA,NA,-2,-2,NA
"6405","STLM020","fear",5,3,3,NA,5,5,NA,0,0,NA,-2,-2,NA
"6406","STLM020","frustration",5,3,3,NA,4,5,NA,-1,0,NA,-2,-2,NA
"6407","STLM020","sadness",5,4,5,NA,5,5,NA,0,0,NA,-1,0,NA
"6408","STLM020","shock",5,3,4,NA,5,5,NA,0,0,NA,-2,-1,NA
"6409","STLM021","anger",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6410","STLM021","confusion",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6411","STLM021","fear",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6412","STLM021","frustration",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6413","STLM021","sadness",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6414","STLM021","shock",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6415","STLM022","anger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6416","STLM022","confusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6417","STLM022","fear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6418","STLM022","frustration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6419","STLM022","sadness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6420","STLM022","shock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6421","STLM023","anger",2.5,4,NA,NA,5,NA,NA,2.5,NA,NA,1.5,NA,NA
"6422","STLM023","confusion",2,2,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA
"6423","STLM023","fear",4,2,NA,NA,3,NA,NA,-1,NA,NA,-2,NA,NA
"6424","STLM023","frustration",3.5,3,NA,NA,2,NA,NA,-1.5,NA,NA,-0.5,NA,NA
"6425","STLM023","sadness",3.5,3,NA,NA,5,NA,NA,1.5,NA,NA,-0.5,NA,NA
"6426","STLM023","shock",4.25,5,NA,NA,5,NA,NA,0.75,NA,NA,0.75,NA,NA
"6427","STLM024","anger",5,5,NA,NA,4,NA,NA,-1,NA,NA,0,NA,NA
"6428","STLM024","confusion",5,4,NA,NA,4,NA,NA,-1,NA,NA,-1,NA,NA
"6429","STLM024","fear",5,4,NA,NA,4,NA,NA,-1,NA,NA,-1,NA,NA
"6430","STLM024","frustration",5,4,NA,NA,4,NA,NA,-1,NA,NA,-1,NA,NA
"6431","STLM024","sadness",5,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA
"6432","STLM024","shock",5,4,NA,NA,4,NA,NA,-1,NA,NA,-1,NA,NA
"6433","STLM025","anger",4.5,5,4,NA,5,4,NA,0.5,-0.5,NA,0.5,-0.5,NA
"6434","STLM025","confusion",4.5,3.5,3,NA,4,4,NA,-0.5,-0.5,NA,-1,-1.5,NA
"6435","STLM025","fear",3,3.5,3,NA,4,3,NA,1,0,NA,0.5,0,NA
"6436","STLM025","frustration",4.5,5,3,NA,5,4,NA,0.5,-0.5,NA,0.5,-1.5,NA
"6437","STLM025","sadness",4,4.5,3,NA,5,4,NA,1,0,NA,0.5,-1,NA
"6438","STLM025","shock",4.5,5,4,NA,5,5,NA,0.5,0.5,NA,0.5,-0.5,NA
"6439","STLM026","anger",5,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA
"6440","STLM026","confusion",5,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA
"6441","STLM026","fear",5,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA
"6442","STLM026","frustration",5,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA
"6443","STLM026","sadness",5,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA
"6444","STLM026","shock",5,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA
"6445","STLM027","anger",4,2,2.5,3,3,3.5,4,-1,-0.5,0,-2,-1.5,-1
"6446","STLM027","confusion",1,2,1.5,2,2,4,3,1,3,2,1,0.5,1
"6447","STLM027","fear",2,2,1,2,3,4,5,1,2,3,0,-1,0
